,,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE
k: マイジャグラーV,1076,28193,-3196,0.962,486.1,176.2,3932,-2038,0.827,983.0,327.7,1000,-632,0.789,500.0,250.0,4037,-1194,0.901,807.4,212.5,6665,656,1.033,370.3,148.1,4121,-503,0.959,457.9,179.2,3681,-503,0.954,283.2,153.4,4757,1018,1.071,679.6,144.2
k: マイジャグラーV,1077,31811,-1509,0.984,353.5,152.9,2476,344,1.046,495.2,145.6,6028,-544,0.97,251.2,140.2,6368,-1112,0.942,289.5,163.3,7307,1138,1.052,456.7,143.3,1387,-644,0.845,693.5,231.2,1843,-426,0.923,614.3,184.3,6402,-265,0.986,355.7,152.4
k: マイジャグラーV,1078,45688,6207,1.045,265.6,129.8,9205,1771,1.064,214.1,118.0,3404,-144,0.986,261.8,141.8,7704,1453,1.063,366.9,132.8,7908,1421,1.06,282.4,129.6,8546,1853,1.072,224.9,118.7,5553,697,1.042,308.5,138.8,3368,-844,0.916,306.2,177.3
k: マイジャグラーV,1079,29571,568,1.006,314.6,146.4,327,-50,0.949,327.0,163.5,1874,-826,0.853,374.8,187.4,5139,44,1.003,342.6,151.1,7822,2162,1.092,269.7,120.3,2992,15,1.002,332.4,149.6,4481,-121,0.991,344.7,154.5,6936,-656,0.968,315.3,165.1
k: マイジャグラーV,1080,32408,-1897,0.98,405.1,162.9,6556,829,1.042,437.1,149.0,4354,-912,0.93,483.8,197.9,6549,115,1.006,385.2,152.3,7223,700,1.032,288.9,136.3,1547,-774,0.833,309.4,221.0,2172,-226,0.965,724.0,181.0,4007,-1629,0.864,667.8,222.6
k: マイジャグラーV,1081,34835,4000,1.038,435.4,148.2,6938,76,1.004,770.9,173.4,6444,1103,1.057,238.7,121.6,7688,4574,1.198,334.3,109.8,6316,676,1.036,631.6,157.9,1712,-832,0.838,,342.4,1477,-379,0.914,369.2,184.6,4260,-1218,0.905,608.6,224.2
k: マイジャグラーV,1082,20183,-1411,0.977,429.4,160.2,3501,-1159,0.89,389.0,184.3,1024,-250,0.919,341.3,170.7,3363,-956,0.905,373.7,197.8,1723,-326,0.937,,246.1,1483,-544,0.878,741.5,211.9,7428,2762,1.124,323.0,114.3,1661,-938,0.812,1661.0,332.2
k: マイジャグラーV,1083,33807,184,1.002,341.5,151.6,3752,-50,0.996,416.9,170.5,4805,1159,1.08,320.3,126.4,6275,279,1.015,482.7,160.9,6760,-771,0.962,355.8,164.9,2749,-1124,0.864,274.9,183.3,1393,-597,0.857,696.5,232.2,8073,1288,1.053,260.4,130.2
k: マイジャグラーV,1084,31417,-3635,0.961,436.3,172.6,2105,-1559,0.753,421.0,300.7,3361,321,1.032,840.2,168.0,6822,-1300,0.936,341.1,170.6,1828,-712,0.87,457.0,228.5,5331,-441,0.972,484.6,172.0,4561,-632,0.954,456.1,175.4,7409,688,1.031,411.6,148.2
l: マイジャグラーV,1085,39242,-538,0.995,335.4,149.2,6998,994,1.047,291.6,132.0,6810,959,1.047,454.0,148.0,7543,-865,0.962,359.2,160.5,5488,-985,0.94,304.9,161.4,2804,-944,0.888,467.3,215.7,2723,368,1.045,544.6,143.3,6876,-65,0.997,245.6,134.8
l: マイジャグラーV,1086,34110,7497,1.073,294.1,129.7,3844,497,1.043,961.0,167.1,3874,1853,1.159,352.2,117.4,3832,-215,0.981,479.0,174.2,3007,-1335,0.852,501.2,231.3,5577,2091,1.125,328.1,121.2,8168,2232,1.091,177.6,108.9,5808,2374,1.136,242.0,113.9
l: マイジャグラーV,1087,28180,-733,0.991,386.0,157.4,4144,1347,1.108,376.7,125.6,1599,-262,0.945,319.8,159.9,4396,-935,0.929,439.6,191.1,6388,-232,0.988,425.9,159.7,1473,-768,0.826,491.0,245.5,5667,1782,1.105,333.4,131.8,4513,-1665,0.877,376.1,188.0
l: マイジャグラーV,1088,33171,2426,1.024,319.0,141.8,4121,-312,0.975,294.4,152.6,1119,-262,0.922,559.5,186.5,6834,-665,0.968,310.6,158.9,3582,-335,0.969,597.0,179.1,4291,606,1.047,306.5,134.1,5102,-124,0.992,425.2,159.4,8122,3518,1.144,238.9,109.8
l: マイジャグラーV,1089,26060,1352,1.017,383.2,151.5,4207,-468,0.963,350.6,168.3,1895,109,1.019,379.0,145.8,4308,509,1.039,430.8,143.6,6127,1029,1.056,408.5,145.9,5471,379,1.023,321.8,144.0,1853,456,1.082,617.7,154.4,2199,-662,0.9,366.5,183.2
l: マイジャグラーV,1090,26952,-1424,0.982,332.7,155.8,1710,497,1.097,427.5,131.5,6784,479,1.024,251.3,128.0,4267,-644,0.95,387.9,164.1,1950,-1006,0.828,1950.0,390.0,3746,103,1.009,374.6,156.1,2679,-485,0.94,267.9,157.6,5816,-368,0.979,323.1,166.2
l: マイジャグラーV,1091,36847,-69,0.999,372.2,153.5,7096,1826,1.086,322.5,129.0,4845,-2109,0.855,403.8,210.7,6181,347,1.019,386.3,143.7,2906,-509,0.942,484.3,170.9,1404,-703,0.833,468.0,280.8,6504,-197,0.99,433.6,171.2,7911,1276,1.054,316.4,134.1
l: マイジャグラーV,1092,35540,3575,1.034,366.4,143.3,2650,409,1.051,441.7,139.5,3657,391,1.036,609.5,152.4,5368,241,1.015,536.8,162.7,7384,1579,1.071,230.8,117.2,4649,382,1.027,464.9,155.0,3265,591,1.06,466.4,142.0,8567,-18,0.999,329.5,153.0
m: マイジャグラーV,1093,41326,3381,1.027,362.5,144.0,6454,-297,0.985,258.2,140.3,3049,-38,0.996,609.8,169.4,6929,68,1.003,301.3,147.4,4181,-1206,0.904,696.8,209.0,5451,1571,1.096,340.7,123.9,7921,2215,1.093,440.1,136.6,7341,1068,1.048,349.6,135.9
m: マイジャグラーV,1094,14707,-1529,0.965,490.2,171.0,1843,262,1.047,614.3,153.6,1954,-397,0.932,,244.2,3073,-732,0.921,439.0,180.8,1079,-709,0.781,,359.7,1150,-685,0.801,383.3,230.0,624,-674,0.64,624.0,624.0,4984,1406,1.094,311.5,124.6
m: マイジャグラーV,1095,37659,5241,1.046,330.3,136.9,7658,1862,1.081,364.7,132.0,5289,582,1.037,311.1,139.2,8647,2303,1.089,278.9,121.8,7219,606,1.028,361.0,144.4,6120,771,1.042,291.4,133.0,1501,-515,0.886,500.3,214.4,1225,-368,0.9,1225.0,245.0
m: マイジャグラーV,1096,31691,7534,1.079,299.0,125.8,611,-268,0.854,,305.5,1554,-1076,0.769,388.5,259.0,5087,150,1.01,317.9,145.3,8764,4574,1.174,282.7,108.2,8362,2974,1.119,245.9,111.5,2516,315,1.042,228.7,125.8,4797,865,1.06,479.7,145.4
m: マイジャグラーV,1097,36503,678,1.006,301.7,144.3,6777,1826,1.09,294.7,127.9,3795,-109,0.99,316.2,146.0,6860,356,1.017,274.4,140.0,3574,-585,0.945,510.6,178.7,5686,-421,0.975,284.3,149.6,7767,432,1.019,250.5,131.6,2044,-821,0.866,681.3,255.5
m: マイジャグラーV,1098,18497,-3783,0.932,440.4,181.3,1646,-621,0.874,823.0,235.1,3459,56,1.005,345.9,150.4,6573,221,1.011,365.2,146.1,1123,-668,0.802,561.5,280.8,945,-744,0.738,945.0,472.5,2222,-762,0.886,740.7,222.2,2529,-1265,0.833,421.5,229.9
m: マイジャグラーV,1099,45412,8056,1.059,306.8,131.2,4846,762,1.052,807.7,156.3,4148,582,1.047,377.1,138.3,8810,2109,1.08,314.6,127.7,6208,1915,1.103,295.6,121.7,7146,265,1.012,297.8,140.1,6133,-462,0.975,360.8,161.4,8121,2885,1.118,198.1,106.9
n: アイムジャグラーEX-TP,1100,25324,2435,1.032,383.7,137.6,1524,-191,0.958,1524.0,217.7,2569,-785,0.898,428.2,171.3,7627,3926,1.172,272.4,105.9,4116,-144,0.988,343.0,147.0,4638,79,1.006,579.8,149.6,2377,476,1.067,475.4,132.1,2473,-926,0.875,412.2,190.2
n: アイムジャグラーEX-TP,1101,19365,1414,1.024,345.8,138.3,433,-197,0.848,,433.0,2946,1782,1.202,327.3,105.2,5677,-109,0.994,378.5,149.4,1766,115,1.022,588.7,160.5,1470,-521,0.882,490.0,210.0,709,-485,0.772,709.0,354.5,6364,829,1.043,254.6,120.1
n: アイムジャグラーEX-TP,1102,33681,824,1.008,295.4,138.0,7912,1526,1.064,272.8,127.6,2127,-803,0.874,531.8,193.4,5813,865,1.05,341.9,135.2,3024,-497,0.945,252.0,137.5,3417,-56,0.995,244.1,131.4,5753,-32,0.998,319.6,140.3,5635,-179,0.989,281.8,144.5
n: アイムジャグラーEX-TP,1103,21910,1295,1.02,327.0,139.6,3662,2021,1.184,523.1,122.1,4838,-632,0.956,284.6,146.6,3687,-1335,0.879,460.9,194.1,1342,-550,0.863,1342.0,268.4,6328,2497,1.132,218.2,105.5,525,-415,0.737,262.5,262.5,1528,-291,0.937,509.3,191.0
n: アイムジャグラーEX-TP,1104,28058,-639,0.992,318.8,146.1,3419,-238,0.977,341.9,162.8,1864,-550,0.902,372.8,186.4,5252,-1347,0.915,276.4,164.1,5024,744,1.049,358.9,132.2,2220,735,1.11,555.0,130.6,5294,79,1.005,278.6,135.7,4985,-62,0.996,293.2,142.4
n: アイムジャグラーEX-TP,1105,28660,1206,1.014,301.7,137.1,5361,982,1.061,412.4,144.9,1230,-1276,0.654,1230.0,615.0,3709,-1418,0.873,309.1,176.6,1382,-744,0.821,276.4,172.8,4781,1474,1.103,227.7,106.2,4732,1147,1.081,262.9,118.3,7465,1041,1.046,298.6,133.3
n: アイムジャグラーEX-TP,1106,22955,-2759,0.96,342.6,153.0,1619,-109,0.978,323.8,161.9,5690,-1265,0.926,284.5,149.7,4749,-197,0.986,395.8,148.4,5806,-197,0.989,290.3,135.0,2906,574,1.066,363.2,132.1,910,-797,0.708,910.0,455.0,1275,-768,0.799,1275.0,425.0
o: ミスタージャグラー,1107,35131,4678,1.044,351.3,133.6,3182,-926,0.903,636.4,212.1,4285,238,1.019,267.8,133.9,7050,1456,1.069,335.7,123.7,4293,421,1.033,238.5,122.7,2767,-479,0.942,345.9,153.7,5851,2162,1.123,450.1,127.2,7703,1806,1.078,405.4,128.4
o: ミスタージャグラー,1108,30549,-1524,0.983,270.3,138.9,2765,-779,0.906,276.5,162.6,6134,550,1.03,255.6,125.2,5357,-556,0.965,412.1,162.3,1069,-503,0.843,1069.0,267.2,4167,-818,0.935,245.1,148.8,8615,1191,1.046,215.4,116.4,2442,-609,0.917,305.2,162.8
o: ミスタージャグラー,1109,26549,3478,1.044,268.2,127.6,1824,-544,0.901,456.0,202.7,1173,-497,0.859,1173.0,293.2,4861,-491,0.966,324.1,151.9,6410,571,1.03,267.1,130.8,1532,-144,0.969,170.2,117.8,6702,3824,1.19,223.4,101.5,4047,759,1.063,252.9,115.6
o: ミスタージャグラー,1110,20783,-1964,0.968,377.9,156.3,2216,-838,0.874,277.0,184.7,783,-591,0.748,783.0,391.5,5232,-326,0.979,348.8,145.3,1301,-909,0.767,433.7,260.2,1117,-256,0.924,558.5,186.2,4901,821,1.056,445.5,136.1,5233,135,1.009,348.9,145.4
o: ミスタージャグラー,1111,32787,1365,1.014,273.2,133.3,3566,-315,0.971,445.8,169.8,4992,1088,1.073,332.8,128.0,2421,-829,0.886,403.5,186.2,4350,109,1.008,334.6,145.0,7085,250,1.012,214.7,126.5,7527,959,1.042,215.1,115.8,2846,103,1.012,284.6,129.4
o: ミスタージャグラー,1112,38251,6812,1.059,321.4,128.4,5789,1253,1.072,445.3,134.6,5117,406,1.026,465.2,146.2,4414,-226,0.983,294.3,142.4,6154,1297,1.07,219.8,116.1,3936,409,1.035,393.6,135.7,9075,3541,1.13,283.6,110.7,3766,132,1.012,376.6,150.6
o: ミスタージャグラー,1113,30556,3122,1.034,272.8,126.8,1667,-526,0.895,833.5,238.1,3610,-332,0.969,200.6,128.9,7520,2268,1.101,221.2,107.4,2215,21,1.003,553.8,158.2,2319,-650,0.907,257.7,154.6,6070,-403,0.978,263.9,134.9,7155,2744,1.128,325.2,115.4
p: ウルトラミラクルジャグラー,1115,28143,-1637,0.981,347.4,155.5,1728,-279,0.946,345.6,172.8,2755,-829,0.9,250.5,162.1,6968,74,1.004,316.7,145.2,2324,-1288,0.815,1162.0,290.5,4970,-265,0.982,552.2,171.4,7317,1229,1.056,292.7,130.7,2081,-279,0.955,297.3,160.1
p: ウルトラミラクルジャグラー,1116,25889,956,1.012,278.4,139.2,1091,-821,0.749,545.5,363.7,448,-197,0.853,224.0,149.3,1765,-944,0.822,882.5,294.2,1205,-438,0.879,602.5,241.0,4111,-347,0.972,373.7,164.4,8652,1806,1.07,240.3,121.9,8617,1897,1.073,226.8,118.0
p: ウルトラミラクルジャグラー,1117,29451,4303,1.049,300.5,130.9,1954,332,1.057,488.5,139.6,5906,2694,1.152,328.1,113.6,3081,-1876,0.797,342.3,237.0,5275,-144,0.991,277.6,142.6,2368,-509,0.928,789.3,215.3,9187,4132,1.15,235.6,105.6,1680,-326,0.935,280.0,152.7
p: ウルトラミラクルジャグラー,1118,27790,-1127,0.986,343.1,153.5,1233,-650,0.824,308.2,205.5,344,-397,0.615,,,2679,-656,0.918,446.5,191.4,4670,535,1.038,333.6,141.5,6580,288,1.015,299.1,143.0,8748,-26,0.999,364.5,150.8,3536,-221,0.979,321.5,147.3
p: ウルトラミラクルジャグラー,1119,31433,3259,1.035,314.3,137.9,1077,521,1.161,,153.9,3047,-791,0.913,338.6,160.4,7749,1826,1.079,276.8,123.0,1715,-747,0.855,857.5,285.8,2250,-1088,0.839,450.0,225.0,7463,-74,0.997,311.0,149.3,8132,3612,1.148,254.1,111.4
p: ウルトラミラクルジャグラー,1120,27862,2994,1.036,306.2,133.3,3364,2444,1.242,224.3,93.4,1066,-438,0.863,533.0,213.2,2751,-868,0.895,550.2,211.6,6557,300,1.015,262.3,131.1,4957,759,1.051,260.9,127.1,6958,1265,1.061,366.2,133.8,2209,-468,0.929,368.2,157.8
p: ウルトラミラクルジャグラー,1121,25568,-1446,0.981,315.7,147.8,1435,-279,0.935,287.0,159.4,2689,379,1.047,244.5,122.2,4246,-391,0.969,386.0,151.6,2518,-1135,0.85,419.7,228.9,2561,-1253,0.837,512.2,256.1,8916,1465,1.055,241.0,122.1,3203,-232,0.976,533.8,160.2
p: ウルトラミラクルジャグラー,1122,33480,3459,1.034,341.6,137.8,1136,-803,0.764,1136.0,284.0,3195,721,1.075,532.5,138.9,5541,138,1.008,461.8,153.9,3250,-774,0.921,406.2,180.6,4867,56,1.004,347.6,147.5,8701,3071,1.118,241.7,114.5,6790,1050,1.052,323.3,128.1
q: アイムジャグラーEX-TP,1123,27687,-3240,0.961,333.6,153.8,1045,-126,0.96,348.3,149.3,1619,-994,0.795,539.7,269.8,7206,1065,1.049,288.2,124.2,1866,-841,0.85,622.0,233.2,6367,-709,0.963,265.3,144.7,5185,-806,0.948,398.8,162.0,4399,-829,0.937,366.6,176.0
q: アイムジャグラーEX-TP,1124,26917,1390,1.017,299.1,133.3,4688,2232,1.159,293.0,111.6,2480,-526,0.929,413.3,165.3,2156,-521,0.919,539.0,196.0,3830,-568,0.951,383.0,153.2,4177,-703,0.944,261.1,139.2,1678,-68,0.986,335.6,152.5,7908,1544,1.065,239.6,116.3
q: アイムジャグラーEX-TP,1125,16806,-2300,0.954,420.2,166.4,1705,-279,0.945,426.2,170.5,652,-750,0.617,,,6193,594,1.032,325.9,134.6,1147,56,1.016,1147.0,163.9,2800,-515,0.939,700.0,200.0,1555,-903,0.806,777.5,311.0,2754,-503,0.939,275.4,144.9
q: アイムジャグラーEX-TP,1126,24773,-530,0.993,309.7,140.0,751,-309,0.863,751.0,250.3,5304,-368,0.977,279.2,136.0,5656,88,1.005,282.8,134.7,3584,362,1.034,398.2,132.7,3447,185,1.018,265.2,127.7,674,-156,0.923,337.0,168.5,5357,-332,0.979,334.8,153.1
q: アイムジャグラーEX-TP,1127,22919,529,1.008,332.2,141.5,1117,68,1.02,558.5,159.6,1029,-515,0.833,514.5,205.8,3486,-962,0.908,387.3,174.3,2287,-168,0.976,457.4,163.4,4346,1368,1.105,289.7,117.5,7477,1932,1.086,267.0,118.7,3177,-1194,0.875,397.1,198.6
q: アイムジャグラーEX-TP,1128,14398,-774,0.982,423.5,161.8,1368,138,1.034,195.4,114.0,1053,-138,0.956,526.5,175.5,4000,-3,1.0,444.4,153.8,2032,-491,0.919,406.4,184.7,3316,197,1.02,414.5,157.9,702,32,1.015,,175.5,1927,-509,0.912,642.3,214.1
q: アイムジャグラーEX-TP,1129,30096,-1850,0.98,334.4,152.0,4937,-629,0.958,411.4,164.6,4207,-62,0.995,233.7,131.5,7958,771,1.032,284.2,134.9,1843,-1065,0.807,263.3,204.8,3280,-344,0.965,546.7,172.6,2003,-1006,0.833,500.8,250.4,5868,485,1.028,391.2,143.1
r: アイムジャグラーEX-TP,1130,26615,-1191,0.985,380.2,159.4,1579,-1041,0.78,394.8,263.2,3145,-285,0.97,285.9,157.2,4673,668,1.048,389.4,141.6,5871,85,1.005,451.6,158.7,1699,232,1.046,424.8,154.5,4540,74,1.005,252.2,137.6,5108,-924,0.94,638.5,189.2
r: アイムジャグラーEX-TP,1131,24283,-3075,0.958,441.5,173.4,363,-479,0.56,,,4555,-44,0.997,350.4,146.9,3658,74,1.007,457.2,159.0,3152,-1947,0.794,1050.7,315.2,6235,-21,0.999,366.8,159.9,3450,-526,0.949,575.0,181.6,2870,-132,0.985,358.8,159.4
r: アイムジャグラーEX-TP,1132,32179,653,1.007,342.3,147.6,3428,-679,0.934,489.7,190.4,1419,-574,0.865,283.8,177.4,6666,2762,1.138,444.4,128.2,4845,-465,0.968,372.7,161.5,3410,-1135,0.889,426.2,200.6,4941,818,1.055,380.1,137.2,7470,-74,0.997,226.4,131.1
r: アイムジャグラーEX-TP,1133,28773,-1308,0.985,338.5,154.7,2606,-1124,0.856,325.8,200.5,5865,-556,0.968,325.8,158.5,2674,-1488,0.815,2674.0,334.2,4958,-1229,0.917,260.9,159.9,1846,-182,0.967,615.3,184.6,7818,3456,1.147,244.3,110.1,3006,-185,0.979,751.5,187.9
r: アイムジャグラーEX-TP,1134,17919,-3582,0.933,437.0,182.8,822,-609,0.753,411.0,274.0,990,-162,0.945,990.0,198.0,3620,-797,0.927,517.1,201.1,2594,-1029,0.868,370.6,199.5,2460,-1394,0.811,615.0,273.3,4183,488,1.039,321.8,139.4,3250,-79,0.992,464.3,162.5
r: アイムジャグラーEX-TP,1135,23566,-5812,0.918,386.3,185.6,317,-415,0.564,,,3425,-950,0.908,489.3,214.1,5365,-2338,0.855,335.3,214.6,2152,-1112,0.828,358.7,215.2,1728,-797,0.846,576.0,216.0,7647,1335,1.058,382.4,141.6,2932,-1535,0.825,325.8,209.4
r: アイムジャグラーEX-TP,1136,31277,3773,1.04,386.1,147.5,2371,-491,0.931,592.8,197.6,2560,-868,0.887,426.7,213.3,5219,256,1.016,401.5,158.2,4346,-512,0.961,482.9,173.8,4336,735,1.057,361.3,135.5,6240,3635,1.194,328.4,115.6,6205,1018,1.055,344.7,141.0
s: ハッピージャグラーVIII,1137,24355,985,1.013,427.3,153.2,4490,382,1.028,641.4,160.4,2344,-1006,0.857,390.7,213.1,3289,653,1.066,548.2,149.5,1778,-656,0.877,444.5,222.2,3165,-215,0.977,452.1,166.6,5898,1712,1.097,327.7,125.5,3391,115,1.011,376.8,141.3
s: ハッピージャグラーVIII,1138,15251,-4089,0.911,423.6,193.1,1418,-344,0.919,354.5,177.2,957,-768,0.732,319.0,239.2,2792,-924,0.89,349.0,199.4,4382,-79,0.994,398.4,162.3,1705,-656,0.872,341.0,189.4,2234,-544,0.919,558.5,203.1,1763,-774,0.854,1763.0,293.8
s: ハッピージャグラーVIII,1139,19387,-853,0.985,312.7,145.8,1757,-721,0.863,351.4,195.2,355,-156,0.854,,355.0,7172,1300,1.06,204.9,112.1,2015,-638,0.894,287.9,167.9,4363,-626,0.952,436.3,174.5,2023,332,1.055,674.3,144.5,1702,-344,0.933,851.0,212.8
s: ハッピージャグラーVIII,1140,29857,1761,1.02,328.1,141.5,1744,62,1.012,872.0,174.4,5261,203,1.013,210.4,119.6,6065,1547,1.085,404.3,134.8,5270,-191,0.988,405.4,155.0,1286,-515,0.867,643.0,257.2,3832,-1171,0.898,425.8,201.7,6399,1826,1.095,256.0,118.5
s: ハッピージャグラーVIII,1141,9503,-3832,0.866,452.5,206.6,1862,274,1.049,931.0,155.2,1078,-597,0.815,359.3,215.6,2101,-609,0.903,300.1,175.1,970,-644,0.779,970.0,323.3,1500,-703,0.844,250.0,187.5,934,-732,0.739,934.0,311.3,1058,-821,0.741,1058.0,352.7
s: ハッピージャグラーVIII,1142,24494,2669,1.036,314.0,136.1,405,-474,0.61,,,972,-550,0.811,972.0,324.0,6217,1879,1.101,239.1,115.1,2496,-991,0.868,624.0,249.6,3249,1229,1.126,406.1,130.0,5004,1076,1.072,294.4,125.1,6151,500,1.027,279.6,128.1
s: ハッピージャグラーVIII,1143,29625,-1044,0.988,395.0,155.9,7331,-250,0.989,349.1,156.0,2560,-1512,0.803,512.0,256.0,2954,-79,0.991,492.3,164.1,3916,644,1.055,356.0,135.0,2590,-374,0.952,647.5,185.0,4541,-526,0.961,349.3,162.2,5733,1053,1.061,382.2,130.3
t: ジャグラーガールズ,1145,31913,3667,1.038,316.0,136.4,3224,144,1.015,403.0,153.5,619,-609,0.672,619.0,619.0,5934,485,1.027,312.3,134.9,5803,2832,1.163,290.2,111.6,6535,1209,1.062,311.2,130.7,6351,462,1.024,244.3,132.3,3447,-856,0.917,574.5,191.5
t: ジャグラーガールズ,1146,22964,-2241,0.967,314.6,151.1,699,-291,0.861,233.0,174.8,3174,-856,0.91,529.0,211.6,3792,321,1.028,421.3,151.7,3998,-674,0.944,307.5,153.8,204,-332,0.458,,,4035,-391,0.968,310.4,144.1,7062,-18,0.999,243.5,130.8
t: ジャグラーガールズ,1147,32146,4466,1.046,345.7,136.8,1006,-50,0.983,335.3,143.7,3845,-297,0.974,349.5,160.2,5562,1774,1.106,327.2,123.6,4649,-26,0.998,422.6,155.0,6221,456,1.024,414.7,148.1,7351,3118,1.141,245.0,108.1,3512,-509,0.952,585.3,184.8
t: ジャグラーガールズ,1148,28032,2580,1.031,341.9,140.2,398,-185,0.845,,398.0,3036,-1029,0.887,337.3,189.8,6699,1844,1.092,446.6,131.4,4702,1194,1.085,335.9,127.1,2936,926,1.105,326.2,127.7,6008,421,1.023,286.1,133.5,4253,-591,0.954,303.8,157.5
t: ジャグラーガールズ,1149,14310,-3265,0.924,493.4,188.3,1701,-203,0.96,425.2,170.1,1325,-521,0.869,662.5,220.8,2445,-597,0.919,489.0,188.1,4596,-238,0.983,766.0,176.8,835,-562,0.776,417.5,278.3,1216,-79,0.978,608.0,173.7,2192,-1065,0.838,274.0,199.3
t: ジャグラーガールズ,1150,18594,-3406,0.939,413.2,175.4,2101,232,1.037,525.2,150.1,725,-379,0.826,725.0,241.7,2600,-656,0.916,520.0,185.7,4037,138,1.011,288.4,139.2,1944,-356,0.939,388.8,176.7,1817,-991,0.818,454.2,259.6,5370,-1394,0.913,447.5,191.8
u: アイムジャグラーEX-TP,1151,28582,-1966,0.977,361.8,158.8,1907,132,1.023,953.5,190.7,4378,-674,0.949,336.8,168.4,4252,-1253,0.902,425.2,193.3,6582,-938,0.952,299.2,149.6,3003,-103,0.989,375.4,150.2,4939,1791,1.121,329.3,123.5,3521,-921,0.913,391.2,195.6
u: アイムジャグラーEX-TP,1152,19555,-365,0.994,444.4,160.3,929,-215,0.923,929.0,185.8,1862,-338,0.939,620.7,206.9,3475,924,1.089,868.8,144.8,1481,-1112,0.75,493.7,296.2,7677,1276,1.055,319.9,132.4,1218,-185,0.949,1218.0,203.0,2913,-715,0.918,364.1,194.2
u: アイムジャグラーEX-TP,1153,26301,-993,0.987,350.7,154.7,834,-891,0.644,,834.0,3497,-432,0.959,317.9,159.0,5208,888,1.057,520.8,148.8,4707,-1429,0.899,313.8,181.0,792,-350,0.853,396.0,198.0,5114,-1029,0.933,340.9,170.5,6149,2250,1.122,279.5,118.2
u: アイムジャグラーEX-TP,1154,27847,-1051,0.987,331.5,152.2,6585,582,1.029,411.6,149.7,1964,-803,0.864,491.0,218.2,3304,-74,0.993,330.4,150.2,1898,-1335,0.766,1898.0,474.5,6198,1579,1.085,238.4,119.2,6329,-456,0.976,263.7,143.8,1569,-544,0.884,523.0,196.1
u: アイムジャグラーEX-TP,1155,30245,-2481,0.973,343.7,160.0,652,-285,0.854,,326.0,2596,-815,0.895,649.0,216.3,6195,1124,1.06,309.8,129.1,6086,-1429,0.922,405.7,190.2,3999,-803,0.933,333.2,173.9,4736,462,1.033,249.3,128.0,5981,-735,0.959,332.3,170.9
total,,4229154,-22711,0.998,352.4,150.5,465884,-11591,0.992,375.4,155.1,482092,-28337,0.98,358.4,155.2,776916,3368,1.001,348.9,149.3,616403,-22581,0.988,371.8,155.4,564763,-3293,0.998,350.3,150.4,635450,36228,1.019,326.9,142.2,687646,3495,1.002,348.4,149.2
